"company","title"
Siili Solutions Oyj,Siili Solutions Oyj: Omien osakkeiden hankinta 30.6.2025
Sjóvá-Almennar tryggingar hf.,Sjóvá: Breytingar á viðskiptavakt
"",Quarterly Government Debt Management Prospect
"",Ársfjórðungsáætlun í lánamálum ríkissjóðs
Sun Investment Group,Sun Investment Group  - Other information
VANDOR REAL ESTATE SOCIMI S.A.U.,VANDOR REAL ESTATE SOCIMI - Approval of annual accounts 2024
PATRIMOINE ET COMM,PATRIMOINE ET COMMERCE: Déclaration des transactions sur actions propres (Hors contrat de liquidité) réalisées du 23 JUIN 2025 au 27 JUIN 2025
BANIJAY GROUP N.V.,Banijay Group: weekly share transactions
Acheter-Louer.fr,Acheter-louer.fr announces the acquisition of its first Solana (SOL) units
HOT.MAJESTIC CANNE,RAPPORT SEMESTRIEL AU 30 AVRIL 2025
IPSOS,Ipsos renforce son Conseil d’administration
IPSOS,Ipsos Strengthens Its Board of Directors
MARE NOSTRUM,MARE NOSTRUM : Approbation du projet de plan de continuation par les créanciers
XXL,XXL ASA: Extraordinary general meeting held
POXEL,Poxel annonce le report de son Assemblée Générale annuelle et fait le point sur sa situation
POXEL,Poxel Announces Postponement of its Annual General Meeting and Provides a Corporate Update
THERMADOR GROUPE,THERMADOR GROUPE : acquisition of C2AI company
SHELL PLC,Voting Rights and Capital
ALTRI SGPS,"Altri, SGPS, S.A. informs about Report and Accounts for the 1st Quarter of 2025"
ALTRI SGPS,"Altri, SGPS, S.A. informa sobre Relatório e Contas do 1.º Trimestre de 2025"
URBANIZADORA CONSTRUCTORA LEVA,Dividend Distribution - June 2025
GRUPO WHITENI SOCIMI,"2024 INDIVIDUAL ANNUAL ACCOUNTS GRUPO WHITENI"
GBL,GBL - Transactions on GBL shares 30-06-2025
REMY COINTREAU,Notification of Availability of Rémy Cointreau 2024-25 Universal Registration Document
REMY COINTREAU,Notification de mise à disposition par Rémy Cointreau du Document d’Enregistrement Universel 2024-25
URBANIZADORA CONSTRUCTORA LEVA,General Shareholders' Meeting - June 2025
CRCAM ALP.PROV.CCI,CRCAM Alpes Provence : déclarations_Hebdomadaires_CAAP_S26-2025
ALCHIMIE SA,Résultats de l’Assemblée générale du 27 juin 2025 L’assemblée générale des actionnaires a décidé la dissolution anticipée d’Alchimie
CRCAM ALP.PROV.CCI,CRCAM Alpes Provence : déclarations_Hebdomadaires_CAAP_S25-2025
ALCHIMIE SA,"Results of the Shareholders’ General Meeting of June 27, 2025 The Shareholders General Meeting has decided on the early dissolution of Alchimie"
GBL,GBL - Transacties op GBL-aandelen 30-06-2024
GBL,GBL - Transactions sur actions propres 30-06-2024
EGIDE,EGIDE : Mise à disposition du rapport financier annuel 2024
EGIDE,Egide: Availability of the 2024 annual financial report
EUROPLASMA,EUROPLASMA: RÉDUCTION DE CAPITAL D’EUROPLASMA
MERIDIA RE IV SOCIMI,Minutes of the decisions of the sole shareholder
Humble Group AB,NEW NUMBER OF SHARES AND VOTES IN HUMBLE GROUP AB
PREATONI GROUP,Mise à disposition du rapport annuel 2024 - Convocation de l'Assemblée Générale Mixte de PREATONI Group
OXURION,Oxurion Receives Transparency Notification from Atlas Special Opportunities II LLC
UMICORE,Umicore upgrades guidance
VINCI,Report on payments made during fiscal year 2024 by VINCI group subsidiaries to public authorities for their extractive activities
RAMADA INVESTIMENTOS E INDUSTRIA S.A.,"Ramada Investimentos e Indústria, S.A. informs on Financial Statements for the 1st Quarter of 2025"
TME PHARMA,TME Pharma annonce son projet de déployer une nouvelle politique d'investissement des ressources de trésorerie au service de la mission du groupe
OSMOSUN S.A.,OSMOSUN General Meeting: Approval of business combination with UNIBIOS
NORDIC FINANCIALS ASA,Nordic Financials ASA – Preliminary results in the rights issue
UMICORE,Umicore revoit ses prévisions à la hausse
EQUASENS,EQUASENS : ACQUISITION DES ACTIVITES DIS ET RESURGENCES
TOTALENERGIES,TotalEnergies SE: Disclosure of Transactions in Own Shares
VINCI,Rapport sur les paiements effectués au cours de l’exercice 2024 par les filiales du groupe VINCI en faveur des autorités publiques au titre de leurs activités extractives
AVANTIUM,RecyClass Validates Avantium’s PET/PEF Bottle as Fully Recyclable in PET Stream
EQUASENS,Equasens: acquisition of DIS and RESURGENCES BUSINESSES
SIBS AB (publ),SIBS announces implementation of share issues of app. SEK 550 million and deferred interest on its senior bonds
Novonesis (Novozymes A/S),Transactions under Novonesis' share buyback program
Royal Bank of Canada,Publication of a Prospectus
Chordate Medical Holding AB,Notice of Extraordinary General Meeting of Chordate Medical Holding AB (publ)
Chordate Medical Holding AB,Chordate decides on a conditional directed new issue of Preference Shares of approximately SEK 2.55 million
Kvika banki hf.,Kvika banki hf.: Transaction in relation to a share buy-back programme 
Sun Investment Group,Sun Investment Group  - Other information
Kvika banki hf.,Kvika banki hf.: Transaction in relation to a share buy-back programme
Kvika banki hf.,Kvika banki hf.: Reglubundin tilkynning um kaup á eigin bréfum í samræmi við endurkaupaáætlun
EDDA WIND ASA,Final results of the Mandatory Offer to acquire all outstanding shares in Edda Wind ASA
STRADIM,Stradim PV AG du 19 juin 2025
AROCA DEL PINAR,"AROCA DEL PINAR SOCIMI, S.A. - Approval minutes FY2024"
Waldorf Energy Finance PLC,Corporate and Financial Update
GENEURO,GeNeuro Announces Approval of All Resolutions Proposed at Extraordinary General Meeting
GENEURO,Les actionnaires de GeNeuro approuvent l’ensemble des résolutions proposées à l’Assemblée Générale Extraordinaire
CLARANOVA,Claranova : Cession de la division PlanetArt à GA Credit et à la Direction finalisée
CIBOX INTER A CTIV,Assemblée Générale 30 juin 2025
FERM.CASINO MUNICIPAL CANNES,RAPPORT SEMESTRIEL AU 30 AVRIL 2025
Íslandsbanki hf.,Íslandsbanki hf.: FSA's annual assessment of Íslandsbanki's capital requirements
Ress Life Investments A/S,Ress Life Investments A/S publishes Net Asset Value (NAV).
Íslandsbanki hf.,Results of the Shareholder Meeting of Íslandsbanki hf. on 30 June 2025
Ress Life Investments A/S,Ress Life Investments A/S publishes Net Asset Value (NAV).
"",Ríkisreikningur 2024: Sterk staða hagkerfisins og merki um batnandi afkomu
Nordea Bank Abp,Nordea Bank Abp: Repurchase of own shares on 30.06.2025
BONYF,Annual Results 2024
-,Annule et remplace : LDC : Modalités de mise à disposition du rapport annuel 2024-2025
Nordea Bank Abp,Nordea Bank Abp: Repurchase of own shares on 30.06.2025
KEYTO Group AB,Resolutions by the General Meeting of KEYTO Group AB
Cinis Fertilizer AB,"Cinis delivers an additional 4,600 tons of potassium sulfate"
Amaroq Minerals Ltd.,Holding(s) in Company
Acheter-Louer.fr,ASSEMBLEE GENERALE MIXTE DU 30 JUIN 2025 COMPTE RENDU ET RESULTATS DES VOTES
Punktid Technologies,Punktid Technologies AS announces postponement of audited annual report
EUROPLASMA,EUROPLASMA: Démenti à la suite de fausses informations publiées par le site Boursier.com
BERGENBIO,BerGenBio ASA - Key information related to the rights issue
BIOPHYTIS,Information sur les comptes annuels
BIOPHYTIS,Information on the Annual Financial Statements
ST DUPONT,S.T.DUPONT : Communiqué de Presse : Résultats annuels consolidés au 31 mars 2025
ONCOINVENT ASA,Announcement of fully underwritten rights issue
BERGENBIO,Announcement of fully underwritten rights issue
ONCOINVENT ASA,"BerGenBio and Oncoinvent, a rising innovator in radiopharmaceutical cancer therapies, announce proposed merger and a fully underwritten rights issue"
BERGENBIO,"BerGenBio and Oncoinvent, a rising innovator in radiopharmaceutical cancer therapies, announce proposed merger and a fully underwritten rights issue"
Hofseth Internation AS 25/30 FRN FLOOR C,Hofseth International - Årsrapport 2024
Punktid Technologies,Punktid Technologies AS announces postponement of audited annual report
INmune Bio,"INmune Bio, Inc. Announces Closing of Approximately $19 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules"
Kaldalón hf.,Kaldalón hf.: Implementation of Share Buyback Program
Lundin Gold Inc.,LUNDIN GOLD SHARE CAPITAL AND VOTING RIGHTS UPDATE
Meren Energy Inc.,MEREN ANNOUNCES BOARD CHANGES AND SHARE CAPITAL UPDATE
Kaldalón hf.,Kaldalón hf.: Implementation of Share Buyback Program
Kaldalón hf.,Kaldalón hf.: Tilkynning um framkvæmd endurkaupaáætlunar
KKO INTERNATIONAL,Approbation des résolutions par l’Assemblée Générale I Renforcement de la gouvernance
Lundin Mining Corporation,"Lundin Mining Announces Updated Share Capital, Provides Update on Share Buybacks and Announces Filing of ESTMA Report and Modern Slavery Report"
TalkPool AG,"Talkpool's Inaugural Share Options Program Successfully ""In the Money"""
RAPID NUTRITION,Rapid Nutrition Provides Half-Year 2025 Update
RAPID NUTRITION,Rapid Nutrition publie sa mise à jour semestrielle 2025
BARCO,Update Share Buyback Program
AKER BP,Investeringsbeslutning for Johan Sverdrup fase 3
AKER BP,Johan Sverdrup Phase 3 investment decision
SELVAAG BOLIG,Selvaag Bolig ASA: Q2 2025: Solgte boliger for over 2 milliarder kroner første halvår
LIFECARE ASA,Lifecare advances electromagnetic compatibility compliance testing for CGM implant
SELVAAG BOLIG,Selvaag Bolig ASA: Q2 2025: Sold homes worth more than NOK 2 billion in the first half year
Public Property Invest ASA,Ex. dividend NOK 0.10 today
RENAULT,Évolution du traitement comptable de la participation de Renault Group dans Nissan
DSM FIRMENICH AG,Weekly progress on share repurchase program to cover share plans and reduce capital
DSM FIRMENICH AG,dsm-firmenich announces redemption of €750 million hybrid bond
SODEXO,Sodexo Q3 Fiscal 2025 revenues in line with expectations
RENAULT,Evolution of the accounting treatment of Renault Group's stake in Nissan
SODEXO,Sodexo : Chiffre d’affaires du 3e trimestre de l’exercice 2025 en ligne avec les attentes
NORDEN,Notification of managers' and closely related parties' transactions with Dampskibsselskabet NORDEN A/S' shares in connection with share buy-back program
Mycronic AB,Pattern Generators makes acquisition in South Korea
Nasdaq Tallinn,Nasdaq Welcomes Summus Capital to Baltic Bond List
Mutares SE & CO KGaA,Mutares SE & Co. KGaA: Portfolio company Locapharm (former Alcura France) has completed the divestment of its care services activity in mainland France
ONWARD MEDICAL,ONWARD Medical Files 510(k) with US FDA for ARC-EX System Home Use and Submits CE Mark Application
CROSSJECT,CROSSJECT annonce la cessation et la mise en œuvre d’un nouveau contrat de liquidité
SENSORION,Sensorion Announces Preliminary Positive Data from the First Cohort of the Audiogene Phase 1/2 Gene Therapy Clinical Trial
TITAN S.A.,Announcement of intention to acquire own shares
AALBERTS N.V.,Aalberts reports the progress of its share buyback programme 23 June – 27 June 2025
SENSORION,Sensorion annonce des données préliminaires positives de la première cohorte de l'essai clinique de Phase 1/2 de thérapie génique Audiogene
Netcompany Group A/S,Completion of the combination between Netcompany Banking Services and SDC and update on financial guidance
Digital Workforce Services Oyj,Digital Workforce Services Oyj: SHARE REPURCHASE 30.6.2025
Skanska AB,"Skanska builds bypass in Wroclaw, Poland for PLN 214M, about SEK 560M"
Scandic Hotels Group AB,Invitation: Presentation of Scandic's half-year report 2025
Husqvarna AB,Husqvarna Group Named One of the World's Most Sustainable Companies by TIME and Statista
SSH Communications Security Oyj,"SSH Communications Security announces intention to enter into strategic partnership with Leonardo, backed by an EUR 20 million share issue to Leonardo"
TITAN S.A.,Programme de rachats d'actions
Lemonsoft Oyj,Lemonsoft Oyj: SHARE REPURCHASE 30.6.2025
SSH Communications Security Oyj,INVITATION TO AN SSH COMMUNICATIONS SECURITY CORPORATION INVESTOR CALL
W5 Solutions AB,The board of directors of W5 Solutions AB (publ) has today resolved on a directed issue of shares corresponding to no more than approximately SEK 103.9 million
Netcompany Group A/S,Completion of the combination between Netcompany Banking Services and SDC and update on financial guidance
"",Ignitis Group made final investment decisions on 291 MW BESS projects in Lithuania
"",„Ignitis grupė“ priėmė galutinius investicinius sprendimus dėl 291 MW EEKS projektų Lietuvoje
"",Ignitis Group made final investment decisions on 291 MW BESS projects in Lithuania
"",ZetaDisplay and ENRA Technologies Partner to Drive Digital Signage Innovation in South Africa
Nasdaq Vilnius,Nasdaq Welcomes Summus Capital to Baltic Bond List
Nasdaq Riga,Nasdaq Welcomes Summus Capital to Baltic Bond List
Apranga,Notification on Apranga Group CFO change
Invalda INVL,INVL Asset Management raises EUR 35.43 million for investments in funds managed by 17Capital
Nasdaq Riga,On issuance of domestic GMTN Notes
TITAN S.A.,Share buyback programme
Ignitis grupė,Ignitis Group made final investment decisions on 291 MW BESS projects in Lithuania
HYNION AS,Hynion provides July 2025 update
FONCIERE LYONNAISE,"SFL – L’exigence immobilière, facteur-clé d’attractivité"
GENSIGHT BIOLOGICS,GenSight Biologics réalise avec succès un placement privé d’un montant de près de 4 millions d’euros
FONCIERE LYONNAISE,"SFL – Real Estate Excellence, the Key to Market Appeal"
GENSIGHT BIOLOGICS,GenSight Biologics Announces Successful Completion of a Private Placement of Close to EUR 4 Million
NORDIC FINANCIALS ASA,Nordic Financials ASA – Endelige resultater i fortrinnsrettsemisjonen og meldepliktige handler
NORDIC FINANCIALS ASA,Nordic Financials ASA – Final results of the Rights Issue and mandatory notifications of trade
TITAN S.A.,Communication de l’intention d’acquérir des actions propres
Elkem ASA,Elkem signs long-term power purchase agreement with NTE in Norway
VERGNET,Report de publication des comptes annuels et du rapport financier annuel 2024
CIE BOIS SAUVAGE,Cie du Bois Sauvage : Rachat d’actions propres – semaine du 23/06/2025 au 27/06/2025
HAV GROUP ASA,HAV Group: Subsidiary selected to design new live fish carrier
CIE BOIS SAUVAGE,Cie du Bois Sauvage: Terugkoop van eigen aandelen – Week van 23/06/2025 tot 27/06/2025
CIE BOIS SAUVAGE,Cie du Bois Sauvage: Buy back of own shares – week from 23/06/2025 to 27/06/2025
HAV GROUP ASA,HAV Group: Datterselskap valgt til å designe ny brønnbåt
XXL,OSLO BØRS – TRADING SUSPENSION
LLAMA GROUP,Llama Group: Jamendo Reaffirms Commitment to Legal Action Over Unauthorized Use of Its Music by Nvidia and Suno
AXA,AXA a finalisé la vente d\'AXA Investment Managers à BNP Paribas
AXA,AXA completes the sale of AXA Investment Managers to BNP Paribas
SWEDBANK AB,Swedbank acquires Stabelo
MAGNORA,Magnora ASA: Globeleq reaches financial close for the 153MW Red Sands BESS project which triggers a final milestone payment to Magnora
REACH SUBSEA,Multiple new contracts including USV services
BNP PARIBAS,BNP PARIBAS CARDIF A FINALISÉ L’ACQUISITION D’AXA INVESTMENT MANAGERS
BNP PARIBAS,BNP PARIBAS CARDIF COMPLETES THE ACQUISITION OF AXA INVESTMENT MANAGERS
Equinor ASA,Equinor ASA: Share buy-back - second tranche for 2025
Equinor ASA,Equinor ASA: Tilbakekjøp av egne aksjer - andre transje for 2025
ATOS,Verdict du jury populaire dans le procès TriZetto
ATOS,Lay jury verdict in the TriZetto trial
AKOBO MINERALS AB (PUB),Akobo Minerals - Solid First Smelt From June and May Production
CAPSOL TECHNOLOGIES ASA,Capsol Technologies secures additional Green Loan Facility from DNB
ABG SUNDAL COLLIER HOLDING,ABGSC to publish Q2 2025 Interim Report on 8 July
New Sources Energy N.V.,New Sources launches Green Finance Framework
JDE PEET'S,JDE Peet’s unveils brand-led strategy to accelerate profitable growth and unlock value
Coca-Cola Europacific Partners plc,Transactions in Own Shares
THE BLOCKCHAIN GROUP,The Blockchain Group annonce l'émission d'actions et d'obligations convertibles en actions pour 11 MEUR pour poursuivre sa stratégie de Bitcoin Treasury Company
NEOVACS,Néovacs intensifie son programme de business développement afin de faire entrer des investisseurs au capital de la société Arnity Therapeutics
